"Id","Username","Password","Firstname","Lastname","Phone","Email","IsReviewer","IsAdmin"
"2137","Hberegond44","s#eE(S6824","Hanna","Beregond","704-230-7151",,"1","0"
"2138","Rgloin9247","*EmAtch1105","Richard","Gloin",,,"1","1"
"2139","Jsmaug99","B^gGY4663","Jasmine","Smaug",,,"1","1"
"2140","Btulkas81","I(accuRacy4202","Barbara","Tulkas","713-745-5675",,"0","0"
"2141","Bthingol4983","a@Ea^2064","Barbara","Thingol","407-291-8331",,"0","0"
"2142","Melfhelm453","pAiNT$7767","Miranda","Elfhelm",,"melfhelm97@somemail.us","0","1"
"2143","Bsulimo7843","!d@Th1065","Brian","Sulimo","479-297-6373","bsulimo68@hotmail.org","0","0"
"2144","Mgothmog49","(Asket6467","Michael","Gothmog","308-817-9873",,"1","1"
"2145","Emelian31","Wh%Sper1716","Ellen","Melian","765-144-2746","emelian@gmail.com","1","0"
"2146","Dthingol7979","e@egLaSs6722","Daniel","Thingol",,"dthingol62@mail2u.net","0","1"
"2147","Pthorin228","%ONcOc#ed8933","Paul","Thorin",,,"0","0"
"2148","Laragorn8165","unco*eR*3288","Lydia","Aragorn","858-831-6536","laragorn79@yahoo.co.uk","0","0"
"2149","Hfrodo6818","inDe^Nit$7043","Harold","Frodo",,"hfrodo@everymail.us","1","1"
"2150","Jpharazon238","RichM)ND5890","Jack","Pharazon",,"jpharazon37@bizmail.com","1","0"
"2151","Mcotton754","rea%ONs2179","Madison","Cotton",,"mcotton93@mail2u.net","0","1"
"2152","Bdwalin7728","aegE^N4687","Billy","Dwalin","971-855-7373","bdwalin84@hotmail.us","0","0"
"2153","Aamros91","I%forma$icS3252","Aileen","Amros","443-139-8766","aamros@gmail.net","0","1"
"2154","Lelendil531","%otAtoes1967","Lydia","Elendil","320-313-5496","lelendil@yahoo.org","0","1"
"2155","Bpalantir7626","mEsS$4875","Bruce","Palantir","350-204-3436","bpalantir16@gmail.net","0","1"
"2156","Cglaurung26","#aTEr6194","Carolina","Glaurung",,"cglaurung@mailbox.org","0","0"
"2157","Cskinbark688","refOr$ed8836","Crystal","Skinbark","603-692-9077",,"1","1"
"2158","Tgamling9739","ReT*Ieved6456","Teresa","Gamling","706-976-4900","tgamling43@mailbox.net","1","1"
"2159","Ealcarin6965","cRow*s9531","Erik","Alcarin","412-159-1474","ealcarin77@everymail.com","1","0"
"2160","Ahurin37","Sl^E%ing1456","Amber","Hurin","301-777-9736","ahurin@hotmail.biz","1","1"
"2161","Mbofur724","r%S$uE9241","Marie","Bofur",,"mbofur2@gmail.org","1","1"
"2162","Rwillow7414","@arDstICK6549","Raven","Willow",,"raven.willow56@mailbox.com","1","0"
"2163","Jbalin777","re%OkEd2387","Justin","Balin","424-084-8148","jbalin35@gmail.us","1","1"
"2164","Rungoliant2829","b$ACk8140","Ryan","Ungoliant",,,"1","1"
"2165","Sfrodo7736","C#sCO3628","Samuel","Frodo","484-272-0638","sfrodo@gmail.biz","1","1"
"2166","Bdamrod2673","f)llOwEr4332","Brooke","Damrod",,"bdamrod@hotmail.org","0","0"
"2167","Rsamwise57","s%eciOUs3617","Ronald","Samwise","332-967-7091","rsamwise65@somemail.org","1","1"
"2168","Gpippin861","!Orka)Le2142","Gary","Pippin","609-363-9029","gpippin91@mail2u.co.uk","0","0"
"2169","Jeowyn479","pa#t#tioN2632","Janice","Eowyn","682-190-6445","jeowyn58@bizmail.us","1","1"
"2170","Vtreebeard76","k%T5625","Virginia","Treebeard",,,"1","0"
"2171","Mgrahame669","@aDLy6297","Mary","Grahame",,"mgrahame70@gmail.biz","0","0"
"2172","Dboromir782","%aiN$Est6411","Daniel","Boromir",,"dboromir19@gmail.co.uk","0","1"
"2173","Jskinbark1412","u@critiCALly6237","Jenny","Skinbark","326-653-1010","jskinbark3@mail2u.com","0","0"
"2174","Kmorgoth3229","BuRde(8940","Katie","Morgoth","534-007-4995","kmorgoth@somemail.us","1","0"
"2175","Jsnaga427","lapPI(G4863","James","Snaga",,"jsnaga@mailbox.us","0","0"
"2176","Vbracegirdle36","enAbl!nG8795","Vivianna","Bracegirdle","983-533-4685",,"1","0"
"2177","Dfatty967","fRu@t^6616","Dennis","Fatty","229-461-0208","dennis.fatty8@somemail.us","1","1"
"2178","Psmeagol269","wooD$ocK7641","Patrick","Smeagol",,"psmeagol66@hotmail.co.uk","0","1"
"2179","Ctinuviel96","!AnE4305","Christian","Tinuviel","712-818-1826","christian.tinuviel55@mail2u.com","0","0"
"2180","Rthorin43","Co!mend^nG3454","Russell","Thorin","724-392-0329","rthorin89@mail2u.net","0","1"
"2181","Jerestor968","cr%c^eR8310","Jaime","Erestor","941-417-7940","jerestor@everymail.us","0","0"
"2182","Esamwise41","HoSpital@tY8981","Elizabeth","Samwise","313-114-9716","esamwise@everymail.us","1","1"
"2183","Ebard23","CoOpE^2930","Elijah","Bard",,"ebard@bizmail.co.uk","0","0"
"2184","Cdeagol48","T!pIfi!s5322","Christopher","Deagol","810-103-7634","cdeagol@yahoo.us","0","1"
"2185","Abeechbone6595","def)A@INg6845","Adrianna","Beechbone","620-249-7218","abeechbone36@mail2u.org","0","1"
"2186","Mbofur8325","i^coN^ruoUs4099","Maria","Bofur","304-321-8329",,"0","0"
"2187","Nhuor27","R$yaL9717","Niki","Huor","973-963-2664",,"0","1"
"2188","Eimrahil18","stRug*le7167","Elijah","Imrahil","310-005-4768","eimrahil@hotmail.us","1","0"
"2189","Cmerry94","s)ecialTieS2462","Christopher","Merry","251-898-8826","cmerry@gmail.biz","0","0"
"2190","Taldarion7767","s%Crifici!g4922","Trinity","Aldarion","737-268-3887","trinity.aldarion49@everymail.us","1","1"
"2191","Jmaggot16","chRI^tie7182","Judy","Maggot",,"jmaggot55@mail2u.org","1","0"
"2192","Asilmiril998","ou)pAc$3073","Amy","Silmiril",,"asilmiril35@everymail.org","0","1"
"2193","Aelentari6466","#o#munIty9001","Austin","Elentari",,"aelentari@somemail.com","0","1"
"2194","Gdior245","ELeV^tes6495","Gary","Dior","669-932-8395","gdior@gmail.net","0","0"
"2195","Cfatty8144","comMo$Ity8965","Christopher","Fatty",,"christopher.fatty87@gmail.org","0","1"
"2196","Afinarfin194","i#teRVened2345","Alexa","Finarfin","669-008-1475","afinarfin91@somemail.org","0","0"
"2197","Dgorgoroth221","evE^4456","Danica","Gorgoroth","918-916-3224","dgorgoroth1@mail2u.co.uk","0","1"
"2198","Akementari9258","MO)Ma5506","Angie","Kementari","260-594-2739","akementari37@mailbox.us","0","1"
"2199","Ggorgoroth72","PAradig!s2860","Gary","Gorgoroth","651-721-7626","ggorgoroth46@yahoo.com","1","0"
"2200","Mcaranthir28","(AvEn't9231","Melanie","Caranthir","801-362-2588","mcaranthir80@somemail.us","1","1"
"2201","Dsauruman4571","(o#fUsed8305","Doris","Sauruman","463-389-4579","dsauruman38@mailbox.co.uk","0","0"
"2202","Jbeorn3744","%ruthFuLnes*5641","Jane","Beorn","701-186-2275","jbeorn@gmail.com","1","0"
"2203","Kshelob5246","ap)roprIatel!9717","Karen","Shelob","857-210-0952","kshelob94@yahoo.com","0","0"
"2204","Dsharku87","suBsTAnti$eLy2258","Daniel","Sharku","252-941-7055","dsharku@mail2u.biz","1","1"
"2205","Ewormtongue1159","ratifIc#TiOn6070","Eileen","Wormtongue",,"ewormtongue97@everymail.org","0","0"
"2206","Ebombadil8983","(eRdinG6374","Evie","Bombadil","478-239-6578",,"1","1"
"2207","Asauruman8878","#esTAti#g6073","Alexandra","Sauruman","920-120-1773","asauruman13@mail2u.net","1","1"
"2208","Mnienor2471","r$sID@9365","Melissa","Nienor",,"mnienor@mail2u.org","1","1"
"2209","Bturin5666","grO(p^8347","Brianna","Turin","870-465-6544",,"0","1"
"2210","Dbolger8172","Cl@n!2887","Douglas","Bolger","557-022-6594",,"1","0"
"2211","Mgaladriel92","FRe)9687","Marie","Galadriel","425-057-5742","marie.galadriel@gmail.biz","1","1"
"2212","Enarvi2943","NOV$S9782","Evie","Narvi","516-498-1619","enarvi@yahoo.biz","1","0"
"2213","Stook3853","vie*PoInTs2766","Scarlet","Took","718-188-4620","scarlet.took@everymail.biz","0","0"
"2214","Aamrod1172","#HAsE4664","Autumn","Amrod","363-651-2054","aamrod68@hotmail.com","1","0"
"2215","Amablung2615","$r(dgeS1155","Alexander","Mablung","231-554-2895","amablung30@mailbox.biz","1","0"
"2216","Fecthelion7476","inExPensivel$5778","Felicity","Ecthelion",,"fecthelion7@mail2u.org","1","0"
"2217","Bdamrod951","sPil%Age6871","Beverly","Damrod","774-286-6991","bdamrod@mailbox.co.uk","0","0"
"2218","Darwen3485","ideN*ifIes5181","Doris","Arwen","669-341-1745","darwen25@yahoo.us","1","1"
"2219","Jgandalf4785","RE#RAw4504","Jane","Gandalf","954-434-1997","jane.gandalf@gmail.us","0","1"
"2220","Cmaeglin3522","@IZzlEs9150","Catherine","Maeglin","508-913-6902","cmaeglin56@somemail.com","0","1"
"2221","Ddamrod82","misc*NCeption%3395","Douglas","Damrod","240-848-1185","douglas.damrod@bizmail.biz","1","0"
"2222","Sbirchseed2521","$enTiNEl6178","Sydney","Birchseed",,"sbirchseed@bizmail.com","1","1"
"2223","Lbrandybuck37","@L%Ne2949","Linda","Brandybuck",,"linda.brandybuck4@mailbox.biz","0","1"
"2224","Tyavanna2611","AlLiE^8895","Trinity","Yavanna","628-600-7818","tyavanna27@mailbox.net","1","0"
"2225","Lmerry92","@ttacKeR8238","Leah","Merry","903-373-0538","lmerry74@hotmail.org","0","1"
"2226","Qsamwise96","c%aNkeD8831","Quinn","Samwise","786-375-2830","qsamwise19@yahoo.co.uk","1","1"
"2227","Adori7121","c(i!tERs3339","Annabelle","Dori","316-111-2363","adori87@mailbox.us","1","0"
"2228","Jmaedhros22","nat#oNalistS2046","Jennifer","Maedhros",,,"1","1"
"2229","Cgollum9665","homeGRo%N5115","Christina","Gollum","631-230-7707","cgollum19@mailbox.org","1","1"
"2230","Aboffin28","memBrA^E9264","Alice","Boffin","801-003-1521","aboffin@everymail.biz","1","0"
"2231","Mfaramir88","*Ke5928","Megan","Faramir",,"mfaramir56@gmail.co.uk","0","0"
"2232","Rbarahir163",")^iSpy7925","Roger","Barahir","907-387-8453","rbarahir56@mailbox.net","0","0"
"2233","Jelbereth5943","i$TiMAcy5441","Justin","Elbereth",,,"1","0"
"2234","Ayavanna3554","*veR%oWEred9547","Angela","Yavanna","220-028-0977","ayavanna1@everymail.biz","0","0"
"2235","Lgollum4773","CAnd#estick3242","Lilly","Gollum","502-714-6989","lgollum56@bizmail.org","1","0"
"2236","Abirchseed6549","@AI2634","Averie","Birchseed","512-705-7044","abirchseed48@hotmail.us","0","0"
"2237","Bbaggins1311","uNtimEl%5375","Brianna","Baggins","717-666-3246","brianna.baggins@mail2u.co.uk","0","1"
"2238","Rstormcrow838","mUlliN#8146","Ruth","Stormcrow","248-057-4110",,"0","0"
"2239","Kgothmog8499","FulLnes)4746","Kevin","Gothmog",,,"0","0"
"2240","Cgollum857","$MPO$eS9935","Charles","Gollum","304-119-3363","cgollum54@somemail.org","1","0"
"2241","Wancalagon6122","dOGhous*9078","William","Ancalagon","701-760-8427","william.ancalagon@gmail.biz","0","0"
"2242","Tecthelion4555","sInc(reL)2224","Theresa","Ecthelion","430-952-5971","tecthelion22@mail2u.net","0","0"
"2243","Lhador4218","%K*ppED5885","Lauren","Hador","602-679-1713",,"1","0"
"2244","Ryavanna8541",")oDu@eS4847","Russell","Yavanna","620-972-6812","ryavanna@everymail.co.uk","0","1"
"2245","Jelessar95","sup%lemEntAl5126","Jamie","Elessar","856-312-4078","jamie.elessar@mailbox.us","1","1"
"2246","Mgoldberry959","AbRogAt$1961","Mackenzie","Goldberry","254-498-6128","mgoldberry@everymail.net","0","1"
"2247","Aelladan743","^Ss(Y9153","Alice","Elladan","582-056-2799","aelladan13@hotmail.com","1","0"
"2248","Sarwen153","Imprint*1163","Sara","Arwen",,,"0","1"
"2249","Fshagrat9539","G^in%8912","Freya","Shagrat","714-666-0257",,"1","0"
"2250","Mdraugin67","cOmmen*u!AtE5124","Molly","Draugin","636-691-3504",,"0","0"
"2251","Secthelion6522","ful!ILlmenT9096","Scott","Ecthelion","609-733-9151","secthelion86@hotmail.us","0","1"
"2252","Scarcharoth27","hoM!ownEr3282","Samuel","Carcharoth","859-199-6043","scarcharoth65@everymail.biz","1","0"
"2253","Aaldarion276","T)Citly4443","Amy","Aldarion","361-873-5986","aaldarion@gmail.us","0","1"
"2254","Jorodreth29","Glo%ia4086","Joe","Orodreth",,"jorodreth@hotmail.biz","1","1"
"2255","Rmerry742","^xpOSurE1411","Randy","Merry","262-139-1246","rmerry86@bizmail.org","0","1"
"2256","Sgamgee23","MarkE(7982","Steven","Gamgee",,"sgamgee34@yahoo.org","0","0"
"2257","Jcurufinwe683","bloods#Ed3687","Josie","Curufinwe","956-636-4526","jcurufinwe71@bizmail.co.uk","1","1"
"2258","Fdenethor3184","CAva*Ry3981","Frances","Denethor","407-524-6014","fdenethor68@bizmail.biz","0","0"
"2259","Sbombur579","CheCkma*)4573","Sierra","Bombur",,"sbombur@gmail.biz","0","0"
"2260","Jboromir464","remE$y)Ng4033","Joan","Boromir","703-179-0765","jboromir21@hotmail.biz","0","1"
"2261","Jradagast1531","dormaNc(4440","Jaime","Radagast","831-369-8530","jradagast2@mailbox.biz","0","0"
"2262","Rnessa4667","Lat!iA7146","Rachel","Nessa",,,"0","0"
"2263","Mkhamul385","PriNtIN#4772","Marilyn","Khamul","650-748-4710","mkhamul27@everymail.net","1","1"
"2264","Hsandyman24","lands*Ap*1204","Heather","Sandyman","616-928-1675",,"1","1"
"2265","Daragorn285","#Ff%ce9655","Dylan","Aragorn","445-417-3743","daragorn36@everymail.co.uk","0","1"
"2266","Kvarda457","c%ntR#cTIon6538","Kylie","Varda","574-093-1027","kvarda@bizmail.co.uk","1","0"
"2267","Mdwalin8671","c*ATTy2820","Mina","Dwalin","423-486-6634","mdwalin25@mailbox.biz","0","0"
"2268","Vsulimo8496","s$ecTr%M8342","Vanessa","Sulimo","430-861-7866",,"1","0"
"2269","Vmorgoth5158",")UF)ice4195","Virginia","Morgoth","605-741-0724","virginia.morgoth@gmail.biz","0","1"
"2270","Jfinarfin1242","t%!meNdoUsly2833","Josie","Finarfin","432-476-6066","jfinarfin98@yahoo.us","1","1"
"2271","Rglorfindel493","(ryErS3676","Russell","Glorfindel",,"rglorfindel3@somemail.biz","1","1"
"2272","Dglaurung19","!AC)s2800","Doris","Glaurung",,"dglaurung@everymail.us","1","1"
"2273","Gilluvatar5848","acOr$9142","Gerald","Illuvatar","770-720-4056","gilluvatar87@gmail.biz","0","0"
"2274","Abarahir5657","THe^apistS9329","Anna","Barahir",,"abarahir87@hotmail.co.uk","1","0"
"2275","Aundomiel843","consPic$ous5481","Arthur","Undomiel",,,"1","0"
"2276","Estrider4654","e)vi@5418","Erin","Strider","802-814-9123","estrider42@mailbox.org","1","1"
"2277","Jhuan2718","suscEptIbl$7302","Jack","Huan","410-846-9565","jhuan19@yahoo.biz","0","1"
"2278","Amaggot8484","a$TermarKeT2977","Anna","Maggot","813-712-1541","amaggot@gmail.biz","0","1"
"2279","Jgil-galad8838","amend*EN$S2076","Jaime","Gil-Galad","217-497-6964","jgil-galad@gmail.com","0","0"
"2280","Bturambar6166","o*a#GEs8310","Brandon","Turambar","779-924-8654","brandon.turambar8@mail2u.co.uk","1","0"
"2281","Shurin3988","B(T!2584","Samuel","Hurin","201-647-7071","shurin@somemail.us","0","0"
"2282","Aeomer2449","#Mbrace5416","Alexander","Eomer",,"aeomer@everymail.net","1","0"
"2283","Jmandos7426","cAR!ON6136","Janet","Mandos",,,"0","1"
"2284","Ddori8864","MuNi)ionS4131","Dana","Dori","231-793-6276","dana.dori56@bizmail.biz","0","1"
"2285","Chuor342","pedAg#gY2407","Cassandra","Huor","269-048-8930","chuor68@mail2u.co.uk","0","1"
"2286","Vfimbrethil2993","%%GUr5484","Valerie","Fimbrethil","681-800-7920","vfimbrethil55@yahoo.co.uk","1","1"
"2287","Raldarion9755","GaUgE*6745","Raven","Aldarion","201-709-3481","raldarion98@hotmail.net","1","0"
"2288","Adeagol12","P)@u7805","Adam","Deagol","901-013-6828","adeagol34@yahoo.org","1","1"
"2289","Ktheoden688",")teEP4017","Karen","Theoden",,,"1","0"
"2290","Tsauruman23","T)$4793","Thomas","Sauruman","732-724-6191","tsauruman73@bizmail.com","1","0"
"2291","Akementari2889","UgA%dAn7213","Anna","Kementari","309-379-3626","akementari37@gmail.org","0","1"
"2292","Dkementari715","tyiN!4508","Daniella","Kementari","704-341-8357","daniella.kementari85@yahoo.org","0","1"
"2293","Etheoden529","A*ju!t6596","Elizabeth","Theoden","405-023-8089","etheoden61@everymail.com","0","1"
"2294","Phurin57","grOtE%que5798","Paul","Hurin",,"paul.hurin@everymail.org","1","0"
"2295","Plindenroot73","LiKEl#1919","Philip","Lindenroot","734-355-6894","plindenroot@hotmail.com","1","0"
"2296","Holorin763","AS(Ess1611","Helen","Olorin","626-304-1004","holorin73@mailbox.biz","0","1"
"2297","Vmablung39","ActI@$4188","Victoria","Mablung","725-947-8561","vmablung@mailbox.org","1","1"
"2298","Smaglor21","#orrIFiEd9040","Shelby","Maglor",,"shelby.maglor@mailbox.org","1","0"
"2299","Akili7623","contami*aTio$4667","Andrea","Kili","818-484-7581",,"1","1"
"2300","Lnori79","(Au$CHes6276","Levi","Nori","813-465-1004",,"0","1"
"2301","Ftelchar181","te%hni!alitiEs2048","Felicity","Telchar","662-541-1319","ftelchar@somemail.net","1","1"
"2302","Jhalbarad8249","t%iLiNg7938","Jerry","Halbarad","314-244-8187",,"0","0"
"2303","Hdenethor19","trap)zE9122","Helen","Denethor","626-915-6610","helen.denethor21@somemail.com","1","1"
"2304","Celros28","Prot!aCtEd7229","Cindy","Elros","531-810-8699","celros2@gmail.com","1","0"
"2305","Nfeanor31","#!esTioned8106","Nancy","Feanor","505-570-5116","nfeanor98@mailbox.co.uk","0","1"
"2306","Ceomer396","Fon#S4173","Christian","Eomer","626-704-0031","ceomer@gmail.biz","0","1"
"2307","Mhelm hammerhand6834","%iN*h4811","Mark","Helm Hammerhand","804-040-2663","mhelmhammerhand14@yahoo.us","1","0"
"2308","Fpollando262","aSteris!8336","Felicity","Pollando",,"fpollando6@somemail.biz","1","0"
"2309","Rgaldor4735","patRonaG*9890","Raven","Galdor",,"raven.galdor@bizmail.biz","0","0"
"2310","Nbard36","stuN)ingly4248","Nicole","Bard","409-336-8468","nbard@bizmail.com","0","1"
"2311","Jfimbrethil1456","na@kI(S3403","Jessie","Fimbrethil","978-578-9341",,"0","0"
"2312","Palatariel699","hold!vE#1089","Philip","Alatariel","435-641-6005","palatariel63@yahoo.co.uk","1","1"
"2313","Jaragorn46","im(utE7314","Judith","Aragorn","406-527-5337","jaragorn48@bizmail.us","1","1"
"2314","Adeagol423","T#n!d2020","Anabelle","Deagol","830-237-9233","adeagol70@hotmail.com","0","0"
"2315","Ggorgoroth7479","ex%ressED2949","George","Gorgoroth","224-972-3354","ggorgoroth7@mailbox.net","0","0"
"2316","Vorome826","crea(Ive1557","Vivianna","Orome","229-877-2489","vorome@mail2u.co.uk","1","0"
"2317","Jturin89","congLoMe$atE7227","Jeremy","Turin",,,"0","1"
"2318","Rluthien386","rE^sSiGnmen@4698","Ruth","Luthien","267-043-1591",,"0","0"
"2319","Afinwe11","secreTAr^al5450","Angelica","Finwe","872-140-4611","afinwe21@everymail.co.uk","1","1"
"2320","Kgimli5133","p(ST4736","Kathleen","Gimli","251-731-0723","kgimli37@mail2u.net","1","1"
"2321","Mnienna2722","$*uLtS7548","Margaret","Nienna","779-949-7986",,"0","0"
"2322","Bsnaga4797","S)#l8419","Beverly","Snaga","534-633-2525","bsnaga5@everymail.net","1","0"
"2323","Ealatariel81","%epr!SSive7324","Ellen","Alatariel","707-466-7120","ealatariel@somemail.net","1","1"
"2324","Dorome551","discusSe)6593","David","Orome","617-341-0457","dorome59@hotmail.org","1","1"
"2325","Vfeanor6371","ArC#9727","Veronica","Feanor","708-821-9863","vfeanor@everymail.co.uk","1","0"
"2326","Wdenethor17","sQUirr*ls3979","Walter","Denethor",,"walter.denethor81@bizmail.co.uk","0","0"
"2327","Rfangorn61","wO%(n5590","Raymond","Fangorn","563-652-1649","rfangorn96@gmail.biz","1","0"
"2328","Dfrodo5256","BlUntl%4736","Daniel","Frodo","640-680-8619",,"0","0"
"2329","Aferny51","preCEDEn(2654","Adam","Ferny","281-738-3801","aferny91@mailbox.com","1","1"
"2330","Jbregolas98","Ei*htee)1087","Jose","Bregolas","412-668-6297",,"1","1"
"2331","Epharazon3364","b$#bS5284","Eve","Pharazon",,,"1","1"
"2332","Ebifur537","metAbol@c1760","Emily","Bifur","207-027-4529","ebifur45@yahoo.com","0","0"
"2333","Gvalaquenta83","lE$#S8512","Gabriella","Valaquenta",,"gabriella.valaquenta50@yahoo.biz","1","1"
"2334","Jmablung293","po^itiC7727","Judy","Mablung","820-733-1811","jmablung71@mailbox.us","0","1"
"2335","Rthranduil5697","$OiSTiNg4089","Rachel","Thranduil","731-368-3768","rthranduil80@yahoo.us","0","1"
"2336","Ccirdan957","Wis@8206","Cindy","Cirdan",,"ccirdan13@mail2u.org","1","0"
"2337","Celmo9178","Idio)Y%craTic2187","Carol","Elmo","770-686-0510",,"0","0"
"2338","Rlorien997","DeFE*s1389","Rachel","Lorien","914-108-8358","rlorien@mailbox.org","1","0"
"2339","Zaule7972","BO%ked8442","Zelda","Aule","661-965-9622","zelda.aule49@everymail.biz","0","0"
"2340","Disildur1836","Unaddress!D7689","Dianna","Isildur","270-143-5687","disildur69@yahoo.co.uk","1","1"
"2341","Mfaramir5858","tra!er*inG9465","Maria","Faramir","518-445-6188","mfaramir@mailbox.biz","0","0"
"2342","Rvarda2516","m#gniFication5968","Rose","Varda","801-477-6136","rose.varda94@everymail.co.uk","0","1"
"2343","Scotton2676","T*st)9214","Steven","Cotton","930-616-5381","scotton@yahoo.net","0","1"
"2344","Smiriel698","a#miNistRati)Ns8396","Susan","Miriel",,"smiriel46@everymail.biz","0","1"
"2345","Mnumenor7811","StRi%@s3514","Mina","Numenor","380-133-9412","mina.numenor79@somemail.co.uk","0","0"
"2346","Msandyman76","a@minIstratIon3398","Michelle","Sandyman",,"msandyman36@yahoo.co.uk","1","0"
"2347","Lmaggot688","w#tCHes7154","Larry","Maggot",,"lmaggot@yahoo.co.uk","0","1"
"2348","Seol183","sLuRr%6745","Samuel","Eol",,,"1","0"
"2349","Kcotton5819","aRRa$GeD8480","Kylie","Cotton","352-989-0915","kcotton0@somemail.org","0","0"
"2350","Pgaladriel33","lette*iNg4905","Philip","Galadriel","817-954-3226","pgaladriel61@mail2u.com","0","0"
"2351","Terkenbrand718","mINd^EsS7172","Theodore","Erkenbrand","931-999-4279",,"0","1"
"2352","Jturambar394","D)$9195","Jenny","Turambar","516-600-0204","jturambar@mailbox.us","1","0"
"2353","Abifur3336","sTReng#@eN7751","Adrianna","Bifur","582-670-1680","abifur61@gmail.biz","1","0"
"2354","Mhuan49","poI$tE4999","Marilyn","Huan","325-988-2498","mhuan9@mail2u.co.uk","1","1"
"2355","Cthranduil123","!ErcEIvin#1744","Christopher","Thranduil","321-853-2943","cthranduil@bizmail.net","0","1"
"2356","Jazog469","%IquE3998","Joyce","Azog","464-266-9742","joyce.azog48@everymail.co.uk","0","1"
"2357","Mori187","nic!eS2177","Marishka","Ori","447-335-3337","mori@gmail.us","1","0"
"2358","Sstrider769","StAF$s1270","Shelby","Strider","575-440-8883","sstrider30@gmail.biz","1","1"
"2359","Jturambar3649","#Eace8710","Jonathan","Turambar","252-004-0200","jturambar90@bizmail.net","0","1"
"2360","Jelendil9771","slIg@test8030","Julia","Elendil","972-170-2905",,"1","0"
"2361","Lwormtongue66","%Eha@E7574","Lucy","Wormtongue",,"lwormtongue@bizmail.co.uk","0","0"
"2362","Etook1331","Un%ndInG1865","Eva","Took","937-195-3150","etook18@gmail.org","1","0"
"2363","Lquickbeam245","DiStin$t4785","Linda","Quickbeam","865-820-3899","linda.quickbeam69@mail2u.com","1","1"
"2364","Ybutterbur17","deSeg(egatiOn8830","Yvette","Butterbur","757-823-7287","ybutterbur17@mailbox.biz","1","1"
"2365","Danarion85","p$UGs4728","Daniel","Anarion","304-939-6282",,"0","0"
"2366","Jalatar49","deter@I!antS9491","Jeremy","Alatar","281-240-9637",,"1","1"
"2367","Eelrond543","B%dRoCK7860","Eva","Elrond","826-473-7220","eelrond69@somemail.com","0","0"
"2368","Kbirchseed22","unWiNdin%6484","Kate","Birchseed","612-808-7012",,"1","0"
"2369","Pdraugin28","aU)tRian6473","Peter","Draugin",,"pdraugin64@yahoo.biz","1","1"
"2370","Kceleborn11","bl)#Ing5719","Katrina","Celeborn","938-914-1887","kceleborn72@mail2u.org","1","1"
"2371","Cgwaihir447","Fe@S2132","Camilla","Gwaihir",,"cgwaihir52@yahoo.biz","1","1"
"2372","Vecthelion687","Sex%sT5893","Vanessa","Ecthelion","308-833-5143","vecthelion@hotmail.biz","0","0"
"2373","Mhador1537","mill!m)TEr7187","Megan","Hador",,"mhador50@hotmail.biz","0","0"
"2374","Nturgon111","SlowN$Ss4326","Norah","Turgon","218-854-1976","nturgon4@yahoo.net","1","1"
"2375","Jelfhelm5344","tO$accO2981","Justice","Elfhelm","585-771-6167","jelfhelm@hotmail.co.uk","0","1"
"2376","Dbracegirdle4254","RI*6284","Dylan","Bracegirdle","574-717-0586","dbracegirdle@gmail.us","1","0"
"2377","Jceleborn75","Acc@dE2875","Joshua","Celeborn",,"jceleborn@hotmail.org","1","1"
"2378","Alegolas3925","cr*NChing8581","Audrey","Legolas","510-899-1315",,"1","1"
"2379","Mcarcharoth483","J#ckeyS1118","Margaret","Carcharoth","318-022-0305","mcarcharoth1@mail2u.biz","0","1"
"2380","Mcarcharoth354","L#s8215","Marilyn","Carcharoth","731-733-7249","mcarcharoth89@bizmail.biz","1","1"
"2381","Naragorn6837","b$olOgiCallY3066","Niki","Aragorn","336-264-5696",,"1","1"
"2382","Learendil1345","^exTures2576","Lauren","Earendil",,,"0","1"
"2383","Jpharazon185","t#Mp)Es4623","Jesse","Pharazon",,,"1","1"
"2384","Gthingol6136","Pegge(8691","Gregory","Thingol","650-366-5456","gthingol14@somemail.us","1","0"
"2385","Ccurufinwe974","FL$un$5565","Catherine","Curufinwe","980-782-5864","ccurufinwe45@gmail.co.uk","0","0"
"2386","Mtuor28","$bEy5308","Monica","Tuor","626-857-9320","mtuor23@yahoo.net","0","1"
"2387","Ehurin88","d(sag*eES1591","Ellen","Hurin","585-880-1061","ehurin64@gmail.us","0","0"
"2388","Mnamo4311","%aSsaGing1001","Maria","Namo","716-775-4956","mnamo45@hotmail.co.uk","0","1"
"2389","Gelfhelm52","Petr$c$emicals4448","Gerald","Elfhelm","838-978-8516","gelfhelm22@somemail.biz","0","0"
"2390","Clindenroot857","W*a!3359","Chelsea","Lindenroot","331-223-3912","clindenroot@hotmail.com","1","0"
"2391","Aluthien61","bOob^8506","Anna","Luthien","586-351-6993","aluthien66@bizmail.net","1","1"
"2392","Equickbeam6719","p!!TY4444","Erik","Quickbeam",,"equickbeam@mail2u.com","1","1"
"2393","Mgoldberry97","@Ari#g7227","Melinda","Goldberry","915-176-6946","mgoldberry@mail2u.biz","0","0"
"2394","Klindenroot67","renova^iONs3218","Kathryn","Lindenroot","918-285-9725","klindenroot95@everymail.net","1","1"
"2395","Asmaug737","r%Ll3193","Ariel","Smaug",,,"1","0"
"2396","Dnimrodel7764","%%bElLed2800","Dorothy","Nimrodel","864-500-5654","dnimrodel@mail2u.us","1","1"
